Country,region,continent,alliance,metric,value
Greece,Southern Europe,Europe,NATO,manpower_fit_for_military_service,3985676
Nigeria,Africa,Africa,Non-NATO,manpower_fit_for_military_service,90437404
Mexico,Mexico,North America,Non-NATO,manpower_fit_for_military_service,49811912
Argentina,Latin America,South America,Non-NATO,manpower_fit_for_military_service,17575900
North Korea,Asia-Pacific,Asia,Non-NATO,manpower_fit_for_military_service,5312331
Bangladesh,Asia-Pacific,Asia,Non-NATO,manpower_fit_for_military_service,66129296
Netherlands,Western Europe,Europe,NATO,manpower_fit_for_military_service,6486918
Myanmar,Southeast Asia,Asia,Non-NATO,manpower_fit_for_military_service,21975367
Norway,Scandinavia,Europe,NATO,manpower_fit_for_military_service,1807192
Portugal,Southern Europe,Europe,NATO,manpower_fit_for_military_service,4096295
South Africa,Africa,Africa,Non-NATO,manpower_fit_for_military_service,14989776
Philippines,Southeast Asia,Asia,Non-NATO,manpower_fit_for_military_service,41751803
Malaysia,Southeast Asia,Asia,Non-NATO,manpower_fit_for_military_service,13480276
Iraq,Middle East,Asia,Non-NATO,manpower_fit_for_military_service,14308368
Switzerland,Central Europe,Europe,Non-NATO,manpower_fit_for_military_service,3163225
Denmark,Scandinavia,Europe,NATO,manpower_fit_for_military_service,2126436
Colombia,Latin America,South America,Non-NATO,manpower_fit_for_military_service,19190694
Chile,Latin America,South America,Non-NATO,manpower_fit_for_military_service,7521855
Finland,Scandinavia,Europe,NATO,manpower_fit_for_military_service,1912981
Peru,Latin America,South America,Non-NATO,manpower_fit_for_military_service,12681497
Venezuela,Latin America,South America,Non-NATO,manpower_fit_for_military_service,12812625
Romania,Eastern Europe,Europe,Non-NATO,manpower_fit_for_military_service,7731114
Ethiopia,Africa,Africa,Non-NATO,manpower_fit_for_military_service,35327989
Czechia,Eastern Europe,Europe,NATO,manpower_fit_for_military_service,4129236
United Arab Emirates,Middle East,Asia,Non-NATO,manpower_fit_for_military_service,4945881
Hungary,Eastern Europe,Europe,NATO,manpower_fit_for_military_service,3794462
Angola,Africa,Africa,Non-NATO,manpower_fit_for_military_service,3720206
Kazakhstan,Asia,Asia,Non-NATO,manpower_fit_for_military_service,6928922
Uzbekistan,Asia,Asia,Non-NATO,manpower_fit_for_military_service,15959499
Morocco,Africa,Africa,Non-NATO,manpower_fit_for_military_service,15254135
Azerbaijan,Asia,Asia,Non-NATO,manpower_fit_for_military_service,3908638
Belgium,Western Europe,Europe,NATO,manpower_fit_for_military_service,3880753
Bulgaria,Eastern Europe,Europe,NATO,manpower_fit_for_military_service,2611324
Serbia,Balkans,Europe,Non-NATO,manpower_fit_for_military_service,2574406
Syria,Middle East,Asia,Non-NATO,manpower_fit_for_military_service,13245310
Ecuador,Latin America,South America,Non-NATO,manpower_fit_for_military_service,6738074
Democratic Republic of the Congo,Africa,Africa,Non-NATO,manpower_fit_for_military_service,31389623
Cuba,Central America,North America,Non-NATO,manpower_fit_for_military_service,4737328
Austria,Central Europe,Europe,Non-NATO,manpower_fit_for_military_service,3632033
Sri Lanka,Asia-Pacific,Asia,Non-NATO,manpower_fit_for_military_service,8551235
Belarus,Eastern Europe,Europe,Non-NATO,manpower_fit_for_military_service,3724569
Slovakia,Eastern Europe,Europe,NATO,manpower_fit_for_military_service,2353424
Qatar,Middle East,Asia,Non-NATO,manpower_fit_for_military_service,490001
Sudan,Africa,Africa,Non-NATO,manpower_fit_for_military_service,17108407
Croatia,Balkans,Europe,NATO,manpower_fit_for_military_service,1564594
Jordan,Middle East,Asia,Non-NATO,manpower_fit_for_military_service,2983464
Libya,Africa,Africa,Non-NATO,manpower_fit_for_military_service,3290485
Turkmenistan,Asia,Asia,Non-NATO,manpower_fit_for_military_service,2245963
Albania,Balkans,Europe,NATO,manpower_fit_for_military_service,1292554
Kuwait,Gulf Powers,Asia,Non-NATO,manpower_fit_for_military_service,1449920
Bolivia,Latin America,South America,Non-NATO,manpower_fit_for_military_service,4112199
Bahrain,Gulf Powers,Asia,Non-NATO,manpower_fit_for_military_service,720768
Oman,Gulf Powers,Asia,Non-NATO,manpower_fit_for_military_service,1291559
Kenya,Africa,Africa,Non-NATO,manpower_fit_for_military_service,14037377
Chad,Africa,Africa,Non-NATO,manpower_fit_for_military_service,3856906
Yemen,Middle East,Asia,Non-NATO,manpower_fit_for_military_service,9031464
New Zealand,Asia-Pacific,Oceania,Non-NATO,manpower_fit_for_military_service,1775457
Paraguay,Latin America,South America,Non-NATO,manpower_fit_for_military_service,3001497
Lithuania,Northern Europe,Europe,NATO,manpower_fit_for_military_service,1332490
Mozambique,Africa,Africa,Non-NATO,manpower_fit_for_military_service,7770772
Tunisia,Africa,Africa,Non-NATO,manpower_fit_for_military_service,5181004
Armenia,Asia,Asia,Non-NATO,manpower_fit_for_military_service,1366335
Tanzania,Africa,Africa,Non-NATO,manpower_fit_for_military_service,6678750
Cameroon,Africa,Africa,Non-NATO,manpower_fit_for_military_service,6224187
Georgia,Asia,Asia,Non-NATO,manpower_fit_for_military_service,2225036
Cambodia,Southeast Asia,Asia,Non-NATO,manpower_fit_for_military_service,5733393
Slovenia,Balkans,Europe,NATO,manpower_fit_for_military_service,826570
Ireland,Northern Europe,Europe,Non-NATO,manpower_fit_for_military_service,1999182
Mongolia,Asia-Pacific,Asia,Non-NATO,manpower_fit_for_military_service,1552233
Latvia,Northern Europe,Europe,NATO,manpower_fit_for_military_service,648449
Uruguay,Latin America,South America,Non-NATO,manpower_fit_for_military_service,1322177
Honduras,Central America,North America,Non-NATO,manpower_fit_for_military_service,3144632
Ivory Coast,Africa,Africa,Non-NATO,manpower_fit_for_military_service,7855221
Guatemala,Central America,North America,Non-NATO,manpower_fit_for_military_service,6279794
Mali,Africa,Africa,Non-NATO,manpower_fit_for_military_service,4288168
Kyrgyzstan,Asia,Asia,Non-NATO,manpower_fit_for_military_service,2487357
Laos,Southeast Asia,Asia,Non-NATO,manpower_fit_for_military_service,2521277
Estonia,Northern Europe,Europe,NATO,manpower_fit_for_military_service,456028
Tajikistan,Asia,Asia,Non-NATO,manpower_fit_for_military_service,3773045
Zambia,Africa,Africa,Non-NATO,manpower_fit_for_military_service,4139024
Ghana,Africa,Africa,Non-NATO,manpower_fit_for_military_service,9961658
Zimbabwe,Africa,Africa,Non-NATO,manpower_fit_for_military_service,3721626
North Macedonia,Balkans,Europe,Non-NATO,manpower_fit_for_military_service,783773
South Sudan,Africa,Africa,Non-NATO,manpower_fit_for_military_service,4065188
Uganda,Africa,Africa,Non-NATO,manpower_fit_for_military_service,9905891
Lebanon,Middle East,Asia,Non-NATO,manpower_fit_for_military_service,1775644
Namibia,Africa,Africa,Non-NATO,manpower_fit_for_military_service,400923
Luxembourg,Western Europe,Europe,NATO,manpower_fit_for_military_service,92633
Afghanistan,Asia,Asia,Non-NATO,manpower_fit_for_military_service,8826741
Niger,Africa,Africa,Non-NATO,manpower_fit_for_military_service,5294900
Eritrea,Africa,Africa,Non-NATO,manpower_fit_for_military_service,1598677
Republic of the Congo,Africa,Africa,Non-NATO,manpower_fit_for_military_service,1353682
Botswana,Africa,Africa,Non-NATO,manpower_fit_for_military_service,617568
Mauritania,Africa,Africa,Non-NATO,manpower_fit_for_military_service,1181555
Dominican Republic,Central America,North America,Non-NATO,manpower_fit_for_military_service,4034315
Senegal,Africa,Africa,Non-NATO,manpower_fit_for_military_service,4089912
Nepal,Asia-Pacific,Asia,Non-NATO,manpower_fit_for_military_service,11733140
Montenegro,Balkans,Europe,NATO,manpower_fit_for_military_service,85179
El Salvador,Central America,North America,Non-NATO,manpower_fit_for_military_service,2512278
Burkina Faso,Africa,Africa,Non-NATO,manpower_fit_for_military_service,6060098
Madagascar,Africa,Africa,Non-NATO,manpower_fit_for_military_service,7952233
Nicaragua,Central America,North America,Non-NATO,manpower_fit_for_military_service,2777610
Bosnia and Herzegovina,Balkans,Europe,Non-NATO,manpower_fit_for_military_service,1956316
Gabon,Africa,Africa,Non-NATO,manpower_fit_for_military_service,532758
Moldova,Eastern Europe,Europe,Non-NATO,manpower_fit_for_military_service,1792565
Iceland,Scandinavia,Europe,NATO,manpower_fit_for_military_service,50237
Panama,Central America,North America,Non-NATO,manpower_fit_for_military_service,1206965
Beliz,Central America,North America,Non-NATO,manpower_fit_for_military_service,90226
Liberia,Africa,Africa,Non-NATO,manpower_fit_for_military_service,1913912
Suriname,Northern South America,South America,Non-NATO,manpower_fit_for_military_service,84079
Sierra Leone,Africa,Africa,Non-NATO,manpower_fit_for_military_service,1203978
Kosovo,Southern Europe,Europe,Non-NATO,manpower_fit_for_military_service,743387
Somalia,Africa,Africa,Non-NATO,manpower_fit_for_military_service,1796384
Central African Republic,Africa,Africa,Non-NATO,manpower_fit_for_military_service,1254512
Benin,Africa,Africa,Non-NATO,manpower_fit_for_military_service,3189260
Bhutan,Asia,Asia,Non-NATO,manpower_fit_for_military_service,122067
United States,Northern America,North America,NATO,manpower_reaching_military_age_annually,4445524
Russia,Eastern Europe,Europe,Non-NATO,manpower_reaching_military_age_annually,1267387
China,Asia-Pacific,Asia,Non-NATO,manpower_reaching_military_age_annually,19810606
India,Asia-Pacific,Asia,Non-NATO,manpower_reaching_military_age_annually,23955181
South Korea,Asia-Pacific,Asia,Non-NATO,manpower_reaching_military_age_annually,416654
United Kingdom,Northern Europe,Europe,NATO,manpower_reaching_military_age_annually,753050
France,Western Europe,Europe,NATO,manpower_reaching_military_age_annually,752121
Japan,Asia-Pacific,Asia,Non-NATO,manpower_reaching_military_age_annually,1108818
Turkiye,Middle East,Asia,NATO,manpower_reaching_military_age_annually,1430032
Italy,Southern Europe,Europe,NATO,manpower_reaching_military_age_annually,548684
Brazil,Latin America,South America,Non-NATO,manpower_reaching_military_age_annually,3520824
Pakistan,Asia-Pacific,Asia,Non-NATO,manpower_reaching_military_age_annually,4794908
Indonesia,Southeast Asia,Asia,Non-NATO,manpower_reaching_military_age_annually,4786562
Germany,Central Europe,Europe,NATO,manpower_reaching_military_age_annually,841191
Israel,Middle East,Asia,Non-NATO,manpower_reaching_military_age_annually,131637
Iran,Middle East,Asia,Non-NATO,manpower_reaching_military_age_annually,1414191
Spain,Southern Europe,Europe,NATO,manpower_reaching_military_age_annually,330963
Australia,Asia-Pacific,Oceania,Non-NATO,manpower_reaching_military_age_annually,294455
Egypt,Africa,Africa,Non-NATO,manpower_reaching_military_age_annually,1668709
Ukraine,Eastern Europe,Europe,Non-NATO,manpower_reaching_military_age_annually,392280
Poland,Eastern Europe,Europe,NATO,manpower_reaching_military_age_annually,464956
Taiwan,Asia-Pacific,Asia,Non-NATO,manpower_reaching_military_age_annually,306739
Vietnam,Southeast Asia,Asia,Non-NATO,manpower_reaching_military_age_annually,1797903
Saudi Arabia,Middle East,Asia,Non-NATO,manpower_reaching_military_age_annually,621255
Thailand,Southeast Asia,Asia,Non-NATO,manpower_reaching_military_age_annually,1118736
Algeria,Africa,Africa,Non-NATO,manpower_reaching_military_age_annually,752360
Sweden,Scandinavia,Europe,NATO,manpower_reaching_military_age_annually,105898
Canada,Northern America,North America,NATO,manpower_reaching_military_age_annually,426743
Singapore,Southeast Asia,Asia,Non-NATO,manpower_reaching_military_age_annually,66313
Greece,Southern Europe,Europe,NATO,manpower_reaching_military_age_annually,104611
Nigeria,Africa,Africa,Non-NATO,manpower_reaching_military_age_annually,4261448
Mexico,Mexico,North America,Non-NATO,manpower_reaching_military_age_annually,2222579
Argentina,Latin America,South America,Non-NATO,manpower_reaching_military_age_annually,704916
North Korea,Asia-Pacific,Asia,Non-NATO,manpower_reaching_military_age_annually,420779
Bangladesh,Asia-Pacific,Asia,Non-NATO,manpower_reaching_military_age_annually,3205246
Netherlands,Western Europe,Europe,NATO,manpower_reaching_military_age_annually,195496
Myanmar,Southeast Asia,Asia,Non-NATO,manpower_reaching_military_age_annually,1035489
Norway,Scandinavia,Europe,NATO,manpower_reaching_military_age_annually,71627
Portugal,Southern Europe,Europe,NATO,manpower_reaching_military_age_annually,127677
South Africa,Africa,Africa,Non-NATO,manpower_reaching_military_age_annually,1027525
Philippines,Southeast Asia,Asia,Non-NATO,manpower_reaching_military_age_annually,2128987
Malaysia,Southeast Asia,Asia,Non-NATO,manpower_reaching_military_age_annually,553037
Iraq,Middle East,Asia,Non-NATO,manpower_reaching_military_age_annually,715418
Switzerland,Central Europe,Europe,Non-NATO,manpower_reaching_military_age_annually,97466
Denmark,Scandinavia,Europe,NATO,manpower_reaching_military_age_annually,77651
Colombia,Latin America,South America,Non-NATO,manpower_reaching_military_age_annually,843002
Chile,Latin America,South America,Non-NATO,manpower_reaching_military_age_annually,298634
Finland,Scandinavia,Europe,NATO,manpower_reaching_military_age_annually,56264
Peru,Latin America,South America,Non-NATO,manpower_reaching_military_age_annually,619405
Venezuela,Latin America,South America,Non-NATO,manpower_reaching_military_age_annually,625006
Romania,Eastern Europe,Europe,Non-NATO,manpower_reaching_military_age_annually,199630
Ethiopia,Africa,Africa,Non-NATO,manpower_reaching_military_age_annually,2726657
Czechia,Eastern Europe,Europe,NATO,manpower_reaching_military_age_annually,97541
United Arab Emirates,Middle East,Asia,Non-NATO,manpower_reaching_military_age_annually,80258
Hungary,Eastern Europe,Europe,NATO,manpower_reaching_military_age_annually,118269
Angola,Africa,Africa,Non-NATO,manpower_reaching_military_age_annually,372021
Kazakhstan,Asia,Asia,Non-NATO,manpower_reaching_military_age_annually,283640
Uzbekistan,Asia,Asia,Non-NATO,manpower_reaching_military_age_annually,730412
Morocco,Africa,Africa,Non-NATO,manpower_reaching_military_age_annually,635589
Azerbaijan,Asia,Asia,Non-NATO,manpower_reaching_military_age_annually,159754
Belgium,Western Europe,Europe,NATO,manpower_reaching_military_age_annually,119776
Bulgaria,Eastern Europe,Europe,NATO,manpower_reaching_military_age_annually,61044
Serbia,Balkans,Europe,Non-NATO,manpower_reaching_military_age_annually,79827
Syria,Middle East,Asia,Non-NATO,manpower_reaching_military_age_annually,668232
Ecuador,Latin America,South America,Non-NATO,manpower_reaching_military_age_annually,329580
Democratic Republic of the Congo,Africa,Africa,Non-NATO,manpower_reaching_military_age_annually,2538867
Cuba,Central America,North America,Non-NATO,manpower_reaching_military_age_annually,142558
Austria,Central Europe,Europe,Non-NATO,manpower_reaching_military_age_annually,98648
Sri Lanka,Asia-Pacific,Asia,Non-NATO,manpower_reaching_military_age_annually,307757
Belarus,Eastern Europe,Europe,Non-NATO,manpower_reaching_military_age_annually,104516
Slovakia,Eastern Europe,Europe,NATO,manpower_reaching_military_age_annually,61200
Qatar,Middle East,Asia,Non-NATO,manpower_reaching_military_age_annually,12760
Sudan,Africa,Africa,Non-NATO,manpower_reaching_military_age_annually,1312149
Croatia,Balkans,Europe,NATO,manpower_reaching_military_age_annually,53952
Jordan,Middle East,Asia,Non-NATO,manpower_reaching_military_age_annually,145262
Libya,Africa,Africa,Non-NATO,manpower_reaching_military_age_annually,125141
Turkmenistan,Asia,Asia,Non-NATO,manpower_reaching_military_age_annually,109139
Albania,Balkans,Europe,NATO,manpower_reaching_military_age_annually,62142
Kuwait,Gulf Powers,Asia,Non-NATO,manpower_reaching_military_age_annually,37660
Bolivia,Latin America,South America,Non-NATO,manpower_reaching_military_age_annually,233928
Bahrain,Gulf Powers,Asia,Non-NATO,manpower_reaching_military_age_annually,17236
Oman,Gulf Powers,Asia,Non-NATO,manpower_reaching_military_age_annually,50726
Kenya,Africa,Africa,Non-NATO,manpower_reaching_military_age_annually,931942
Chad,Africa,Africa,Non-NATO,manpower_reaching_military_age_annually,381872
Yemen,Middle East,Asia,Non-NATO,manpower_reaching_military_age_annually,610668
New Zealand,Asia-Pacific,Oceania,Non-NATO,manpower_reaching_military_age_annually,61935
Paraguay,Latin America,South America,Non-NATO,manpower_reaching_military_age_annually,150451
Lithuania,Northern Europe,Europe,NATO,manpower_reaching_military_age_annually,36795
Mozambique,Africa,Africa,Non-NATO,manpower_reaching_military_age_annually,533615
Tunisia,Africa,Africa,Non-NATO,manpower_reaching_military_age_annually,204830
Armenia,Asia,Asia,Non-NATO,manpower_reaching_military_age_annually,44651
Tanzania,Africa,Africa,Non-NATO,manpower_reaching_military_age_annually,607159
Cameroon,Africa,Africa,Non-NATO,manpower_reaching_military_age_annually,495458
Georgia,Asia,Asia,Non-NATO,manpower_reaching_military_age_annually,93118
Cambodia,Southeast Asia,Asia,Non-NATO,manpower_reaching_military_age_annually,307146
